GID_4,NAME_3,NAME_4,pop,builtup,flood,city_corp,corp_spatial,hh_total,pop_total,hh_size,elec_coverage,area_km2,ward_no,n_fragments,pop_norm,builtup_norm,flood_norm,hh_size_norm,ASI,stress_tier
BGD.3.2.3.6_1,Boalmari,Ghoshpur,5.989274876471776,0.0138992891126355,0.6438863729930018,,,,,,,,,,0.0015599711156853685,0.02596772767264189,0.6438863729930018,,0.17068428637994926,Low stress
BGD.3.2.3.7_1,Boalmari,Gunbaha,6.637050962452472,0.0235607759303246,0.6773049645390077,,,,,,,,,,0.0018970512351521853,0.04401806510799281,0.6773049645390077,,0.18549138441661028,Low stress
BGD.3.2.3.8_1,Boalmari,Moyna,6.515370066136732,0.0161667373513404,0.4335025380710664,,,,,,,,,,0.0018337327336597404,0.030203949964109557,0.4335025380710664,,0.11968051009866884,Low stress
BGD.3.2.3.9_1,Boalmari,Parameshwardi,5.853410888086163,0.0157524080602341,0.0197368421052632,,,,,,,,,,0.001489272226937528,0.02942986791494445,0.0197368421052632,,0.01583037318732137,Low stress
BGD.3.2.3.10_1,Boalmari,Rupapat,6.14615821220214,0.0219600846468184,0.0350194552529183,,,,,,,,,,0.0016416077408940362,0.0410275297646943,0.0350194552529183,,0.023771142327230196,Low stress
BGD.3.2.3.11_1,Boalmari,Satair,6.779535170736628,0.0200563701832569,0.6002805049088366,,,,,,,,,,0.0019711950558180032,0.03747086306356825,0.6002805049088366,,0.16397340632178523,Low stress
BGD.3.2.3.12_1,Boalmari,Shekhar,6.594427119986832,0.0170479022308951,0.2861150070126234,,,,,,,,,,0.0018748712717027768,0.03185021039092314,0.2861150070126234,,0.08342627389866006,Low stress
BGD.3.2.4.1_1,Char Bhadrasan,Char Bhadrasan,8.489233520751586,0.0258694893822006,0.9808942727353708,,,,,,,,,,0.002860862545167767,0.04833138226447818,0.9808942727353708,,0.2632838969944772,Low stress
BGD.3.2.4.2_1,Char Bhadrasan,Char Harirampur,5.747432437617937,0.0077758179340647,0.9457677378914626,,,,,,,,,,0.001434124731502196,0.014527384883323004,0.9457677378914626,,0.24210016907462958,Low stress
BGD.3.2.4.3_1,Char Bhadrasan,Char Jhaukanda,4.707253694960487,0.0003691775655259,1.0,,,,,,,,,,0.0008928519330304943,0.000689726100862989,1.0,,0.25059854490851424,Low stress
BGD.3.2.4.4_1,Char Bhadrasan,Gazirtek,9.84330578506012,0.0226436795284319,0.9561364860234064,,,,,,,,,,0.0035654746024789195,0.04230467463018342,0.9561364860234064,,0.25526694746740736,Low stress
BGD.3.2.5.1_1,Faridpur Sadar,Aliabad,13.477981471014129,0.0399689856173852,0.89115551208607,,,,,,,,,,0.005456833269401094,0.07467315237874048,0.89115551208607,,0.2511072146618371,Low stress
BGD.3.2.5.2_1,Faridpur Sadar,Ambikapur,17.489810193141114,0.0399922151934803,0.6118721461187222,,,,,,,,,,0.0075444492438124615,0.0747165516706827,0.6118721461187222,,0.18213660931194448,Low stress
BGD.3.2.5.3_1,Faridpur Sadar,Char Madhabdia,7.705633270294567,0.0205199943898064,0.5666026256804363,,,,,,,,,,0.0024531042599288282,0.038337041689004384,0.5666026256804363,,0.15604986271523213,Low stress
BGD.3.2.5.4_1,Faridpur Sadar,Decreerchar,14.520685547293976,0.0140425110690077,0.959305936073059,,,,,,,,,,0.005999420163557328,0.026235306016374253,0.959305936073059,,0.25140860918941865,Low stress
BGD.3.2.5.5_1,Faridpur Sadar,Faridpur Paurashava,46.60187366717712,0.1662028522148177,0.7755443886097158,,,,,,,,,,0.02269335338851726,0.31051303197997693,0.7755443886097158,,0.31164299970082776,Low stress
BGD.3.2.5.6_1,Faridpur Sadar,Greda,12.199808367347464,0.0298630345559288,0.4825174825174834,,,,,,,,,,0.004791716492465812,0.0557924324433318,0.4825174825174834,,0.14207340858152329,Low stress
BGD.3.2.5.7_1,Faridpur Sadar,Ishan Gopalpur,7.54926608872683,0.0200462810296218,0.2467105263157898,,,,,,,,,,0.0023717362233738122,0.03745201372588482,0.2467105263157898,,0.07573453087235665,Low stress
BGD.3.2.5.8_1,Faridpur Sadar,Kaijuri,12.204782197713786,0.0261244160120927,0.1580074986609538,,,,,,,,,,0.004794304700598797,0.04880765592479973,0.1580074986609538,,0.05850227611915787,Low stress
BGD.3.2.5.9_1,Faridpur Sadar,Kanaipur,12.270865107351527,0.0282531872379649,0.3161634103019544,,,,,,,,,,0.00482869194575571,0.052784791087816973,0.3161634103019544,,0.09944700623452682,Low stress
BGD.3.2.5.10_1,Faridpur Sadar,Krishnanagar,7.968232494072386,0.0178811376442178,0.2559652928416491,,,,,,,,,,0.0025897517522315287,0.03340692527936266,0.2559652928416491,,0.07671964775908181,Low stress
BGD.3.2.5.11_1,Faridpur Sadar,Majchar,8.367086990010469,0.0226460095519386,0.2395437262357419,,,,,,,,,,0.002797301743733828,0.042309027760433646,0.2395437262357419,,0.07581301197258078,Low stress
BGD.3.2.5.12_1,Faridpur Sadar,Uttar Channel,6.242468957482883,0.0083467294340975,0.9311564007374286,,,,,,,,,,0.0016917244991810016,0.015594005934075445,0.9311564007374286,,0.23892369206095596,Low stress
BGD.3.2.6.1_1,Madhukhali,Bagat,7.728610817849425,0.018869044287713,0.9653755868544602,,,,,,,,,,0.0024650609755941188,0.03525260893097877,0.9653755868544602,,0.25466833422969526,Low stress
BGD.3.2.6.2_1,Madhukhali,Dumain,8.752371452996522,0.0177850583971002,0.8044016506189823,,,,,,,,,,0.0029977903625988313,0.033227422593727164,0.8044016506189823,,0.21392912670758962,Low stress
BGD.3.2.6.3_1,Madhukhali,Gajna,8.514676097712437,0.0144811509502511,0.2944228274967578,,,,,,,,,,0.0028741019763031776,0.027054806991581234,0.2944228274967578,,0.08422453011176415,Low stress
BGD.3.2.6.4_1,Madhukhali,Jahapur,6.404026373873288,0.0141636414565826,0.0403587443946189,,,,,,,,,,0.001775793353212842,0.026461611181475615,0.0403587443946189,,0.02006156735345633,Low stress
BGD.3.2.6.5_1,Madhukhali,Kamarkhali,9.60088752744989,0.0147399013691375,0.937034161490682,,,,,,,,,,0.0034393285822650315,0.02753822455044875,0.937034161490682,,0.24527265039823357,Low stress
BGD.3.2.6.6_1,Madhukhali,Madhukhali,9.774894403994558,0.0241125143624682,0.0938586326767093,,,,,,,,,,0.003529875701868753,0.0450488655493917,0.0938586326767093,,0.040643711392211915,Low stress
BGD.3.2.6.7_1,Madhukhali,Megchami,6.55557250119573,0.0137424298840005,0.0768725361366624,,,,,,,,,,0.0018546526810085651,0.02567467112139486,0.0768725361366624,,0.028946129999057223,Low stress
BGD.3.2.6.8_1,Madhukhali,Noapara,7.946788751084073,0.0160326802552624,0.9501399135080134,,,,,,,,,,0.002578593175055323,0.02995349412170434,0.9501399135080134,,0.249050138589622,Low stress
BGD.3.2.6.9_1,Madhukhali,Raipur,7.05891159462113,0.0137232973402197,0.1518518518518521,,,,,,,,,,0.002116572818871156,0.025638926222317032,0.1518518518518521,,0.04778321626832245,Low stress
BGD.3.2.7.1_1,Nagarkanda,Char Jasordi,7.954165312081457,0.0127364929045548,0.1217725052337755,,,,,,,,,,0.002582431680545207,0.023795301800676207,0.1217725052337755,,0.03980445461089863,Low stress
BGD.3.2.7.2_1,Nagarkanda,Dangi,8.802074315261457,0.0193484369001261,0.046162402669633,,,,,,,,,,0.0030236540014590752,0.03614824731266427,0.046162402669633,,0.025401948827424373,Low stress
BGD.3.2.7.3_1,Nagarkanda,Kaichail,9.209481689962688,0.0267661740790496,0.6702836004932187,,,,,,,,,,0.00323565461325697,0.05000663801513615,0.6702836004932187,,0.18636748527390512,Low stress
BGD.3.2.7.4_1,Nagarkanda,Kodalia Shohidnagar,7.708815150321963,0.0200076566837107,0.14662447257384,,,,,,,,,,0.0024547599995014616,0.03737985273347539,0.14662447257384,,0.050720970599976975,Low stress
BGD.3.2.7.5_1,Nagarkanda,Laskardia,7.506216169505183,0.0245041227877414,0.1531841652323584,,,,,,,,,,0.0023493345444166457,0.04578049871849831,0.1531841652323584,,0.055258949677330665,Low stress
BGD.3.2.7.6_1,Nagarkanda,Nagarkanda Paurashava,8.74445504989339,0.0291032353302989,0.727772685609533,,,,,,,,,,0.002993670942074513,0.05437291672442319,0.727772685609533,,0.20217116063276117,Low stress
BGD.3.2.7.7_1,Nagarkanda,Phulsuti,7.509161411081287,0.0240576918056751,0.3671220802115476,,,,,,,,,,0.0023508671455790193,0.04494644180573224,0.3671220802115476,,0.10845212154312478,Low stress
BGD.3.2.7.8_1,Nagarkanda,Pura Para,8.472167978744702,0.0173130256029304,0.5608726249120347,,,,,,,,,,0.0028519822313325663,0.0323455343941059,0.5608726249120347,,0.15267988615847877,Low stress
BGD.3.2.7.9_1,Nagarkanda,Ramnagar,8.444174604759521,0.0220597675648036,0.0248833592534992,,,,,,,,,,0.0028374154542448963,0.04121376510715515,0.0248833592534992,,0.02178062378257706,Low stress
BGD.3.2.7.10_1,Nagarkanda,Talma,8.066671335683523,0.0216514728559566,0.0928882438316403,,,,,,,,,,0.0026409758977481417,0.040450957331620706,0.0928882438316403,,0.03843628638307658,Low stress
BGD.3.2.8.1_1,Sadarpur,Akter Char,6.29669341023811,0.0310095850955992,0.9280937740199832,,,,,,,,,,0.0017199410162898152,0.057934506900220055,0.9280937740199832,,0.25298849732658873,Low stress
BGD.3.2.8.2_1,Sadarpur,Bhashanchar,6.364067728964922,0.0300713139553922,0.4296770749933288,,,,,,,,,,0.0017550002657695898,0.05618155613744722,0.4296770749933288,,0.12778481350274656,Low stress
BGD.3.2.8.3_1,Sadarpur,Char Bishnupur,6.808597069796172,0.0355517479838576,0.4125511596180089,,,,,,,,,,0.0019863178561481403,0.06642052715429546,0.4125511596180089,,0.12717950155096489,Low stress
BGD.3.2.8.4_1,Sadarpur,Char Manair,8.098269188857284,0.0339041214779912,0.8510383386581472,,,,,,,,,,0.0026574183202969478,0.0633423037959749,0.8510383386581472,,0.2359923583212468,Low stress
BGD.3.2.8.5_1,Sadarpur,Char Nasirpur,5.550097923991121,0.0142884547678379,0.9736062193969588,,,,,,,,,,0.0013314387218333616,0.02669479706964107,0.9736062193969588,,0.25327730931234743,Low stress
BGD.3.2.8.6_1,Sadarpur,Dheukhali,7.656803481875191,0.0245241382986013,0.9402446953129544,,,,,,,,,,0.002427694938297228,0.04581789324501163,0.9402446953129544,,0.25206851443931155,Low stress
BGD.3.2.8.7_1,Sadarpur,Krishnapur,6.665444654510291,0.0248052258544774,0.1920000000000004,,,,,,,,,,0.0019118263238257105,0.04634304277201323,0.1920000000000004,,0.06498479549973502,Low stress
BGD.3.2.8.8_1,Sadarpur,Narikelbaria,6.708083109779651,0.003286244528279,1.0,,,,,,,,,,0.0019340138912693546,0.006139616370630169,1.0,,0.2529224712862283,Low stress
BGD.3.2.8.9_1,Sadarpur,Sadarpur,11.79928600451096,0.033143536827451,0.0214067278287462,,,,,,,,,,0.004583298601104995,0.06192132068545995,0.0214067278287462,,0.028857463637539528,Low stress
BGD.3.2.9.1_1,Saltha,Atghar,7.035524165608521,0.0139151341071752,0.1586563307493544,,,,,,,,,,0.0021044028151673963,0.025997330517783614,0.1586563307493544,,0.049604909494629826,Low stress
BGD.3.2.9.2_1,Saltha,Ballabhdi,8.466414058048468,0.0137732132264972,0.3922046285018277,,,,,,,,,,0.002848988091354779,0.025732182944361495,0.3922046285018277,,0.10819701639252535,Low stress
BGD.3.2.9.3_1,Saltha,Bhawal,7.863061490077765,0.0193500395918139,0.119644300727567,,,,,,,,,,0.002535024423825632,0.03615124158531769,0.119644300727567,,0.04357801950628319,Low stress
BGD.3.2.9.4_1,Saltha,Gatti,7.873567440166949,0.0179880170819065,0.1674454828660441,,,,,,,,,,0.0025404913544330087,0.033606605716917,0.1674454828660441,,0.05463987925920518,Low stress
BGD.3.2.9.5_1,Saltha,Jadunandi,7.2025063757196754,0.0138351301898722,0.0462555066079296,,,,,,,,,,0.002191294542959241,0.02584786100747749,0.0462555066079296,,0.021487145821783217,Low stress
BGD.3.2.9.6_1,Saltha,Majhardia,7.396136405433051,0.0201621707423681,0.2507619839290669,,,,,,,,,,0.0022920528681903037,0.03766852785666298,0.2507619839290669,,0.07679130187937488,Low stress
BGD.3.2.9.7_1,Saltha,Ramkantapur,7.261431823982995,0.0195463759450445,0.3258581235697948,,,,,,,,,,0.002221957294440973,0.03651805235611438,0.3258581235697948,,0.09513463213486513,Low stress
BGD.3.2.9.8_1,Saltha,Sonapur,7.385827310801611,0.0136255831889009,0.3370860927152324,,,,,,,,,,0.0022866883743085952,0.025456369082117448,0.3370860927152324,,0.09409592770727264,Low stress
BGD.3.3.1.1_1,Gazipur Sadar,Baria,18.21638072781169,0.0172246509414287,0.9161718131433072,,,,,,,,,,0.007922531250740895,0.03218042601162382,0.9161718131433072,,0.2434751148901915,Low stress
BGD.3.3.1.2_1,Gazipur Sadar,Basan,102.51104090006076,0.1416940587223527,0.9805281014898936,,,,,,,,,,0.05178653724944833,0.26472380708941906,0.9805281014898936,,0.3584999727535494,Moderate stress
BGD.3.3.1.3_1,Gazipur Sadar,Gachha,119.46766856149092,0.1833596207664176,0.9600503302925448,,,,,,,,,,0.06061017585169143,0.3425666348570823,0.9600503302925448,,0.3841549751137916,Moderate stress
BGD.3.3.1.4_1,Gazipur Sadar,Gazipur Paurashava,57.82419263333594,0.1041949685697959,0.4883449883449891,,,,,,,,,,0.028533057415381063,0.19466510457863992,0.4883449883449891,,0.20163225665492365,Low stress
BGD.3.3.1.5_1,Gazipur Sadar,Kashimpur,50.74929651027425,0.1377400111601096,0.9297562973581818,,,,,,,,,,0.024851527822070292,0.25733654940530765,0.9297562973581818,,0.3324474777602312,Moderate stress
BGD.3.3.1.6_1,Gazipur Sadar,Kayaltia,42.57672207687614,0.0631143125687493,0.9564307600328812,,,,,,,,,,0.020598804657412765,0.11791504355005937,0.9564307600328812,,0.28861747711370617,Low stress
BGD.3.3.1.7_1,Gazipur Sadar,Konabari,74.88050003487665,0.1716396907027146,0.9804613297150612,,,,,,,,,,0.03740856588351157,0.3206705544338051,0.9804613297150612,,0.3723134528340017,Moderate stress
BGD.3.3.1.8_1,Gazipur Sadar,Mirzapur,44.06218952921692,0.0676985476148905,0.8844145294185901,,,,,,,,,,0.021371790195372286,0.12647966626571733,0.8844145294185901,,0.2739202316257975,Low stress
BGD.3.3.1.9_1,Gazipur Sadar,Pubail,42.40541531531381,0.0516436031917621,0.8903921747874557,,,,,,,,,,0.020509662583627374,0.09648457650244334,0.8903921747874557,,0.26457151050617006,Low stress
BGD.3.3.1.10_1,Gazipur Sadar,Tongi Paurashava,193.1710546880796,0.225753776836312,0.9437278418948468,,,,,,,,,,0.09896285162706704,0.42177067837422255,0.9437278418948468,,0.4231368385555164,Moderate stress
BGD.3.3.2.1_1,Kaliakair,Atabaha,30.297658573618097,0.0726047147901285,0.7230383973288819,,,,,,,,,,0.01420920756947365,0.13564574750128336,0.7230383973288819,,0.2339192939854591,Low stress
BGD.3.3.2.2_1,Kaliakair,Boali,11.346843305513383,0.0217758465329937,0.9798229138717454,,,,,,,,,,0.004347863174681214,0.040683321861113696,0.9798229138717454,,0.2609340363891986,Low stress
BGD.3.3.2.3_1,Kaliakair,Chapair,12.229915792278748,0.0171715271418806,0.929703832752612,,,,,,,,,,0.004807383348054207,0.032081176017726865,0.929703832752612,,0.2455773231335791,Low stress
BGD.3.3.2.4_1,Kaliakair,Dhaljora,12.792758552897622,0.0257315729904437,0.4941425004801235,,,,,,,,,,0.005100267122396098,0.04807371618719076,0.4941425004801235,,0.14240153263450608,Low stress
BGD.3.3.2.5_1,Kaliakair,Fulbaria,8.430314204778837,0.0218863610602166,0.9011660188783984,,,,,,,,,,0.0028302029847165192,0.04088979365427801,0.9011660188783984,,0.2407350136924835,Low stress
BGD.3.3.2.6_1,Kaliakair,Kaliakair Paurashava,57.563040300109215,0.1225553287482806,0.8050770625566638,,,,,,,,,,0.02839716283454017,0.22896735048653194,0.8050770625566638,,0.29276670344326816,Low stress
BGD.3.3.2.7_1,Kaliakair,Madhyapara,17.40698303729501,0.0285043866380192,0.9798272837673696,,,,,,,,,,0.007501348875966321,0.05325410124888205,0.9798272837673696,,0.26659629592933765,Low stress
BGD.3.3.2.8_1,Kaliakair,Mouchak,47.27998900059426,0.1153444631265812,0.9211101996171728,,,,,,,,,,0.02304622099593206,0.21549545323834238,0.9211101996171728,,0.31491944693608587,Low stress
BGD.3.3.2.9_1,Kaliakair,Sreefaltali,26.388142315398465,0.0492133166938073,0.6688665710186521,,,,,,,,,,0.012174831438741636,0.09194412717197953,0.6688665710186521,,0.2042670198403525,Low stress
BGD.3.3.2.10_1,Kaliakair,Sutrapur,32.65699461566998,0.0626372075505139,0.6263657957244662,,,,,,,,,,0.015436923893260441,0.11702367902886777,0.6263657957244662,,0.20372450614852444,Low stress
BGD.3.3.4.1_1,Kaliganj,Bahadursadi,25.73921793036037,0.0351183505811176,0.7329523809523814,,,,,,,,,,0.011837153784429323,0.06561082058317654,0.7329523809523814,,0.21093674395597886,Low stress
BGD.3.3.4.2_1,Kaliganj,Baktarpur,13.914302403857716,0.0179626660920778,0.8896051067025417,,,,,,,,,,0.0056838794900810775,0.03355924303564827,0.8896051067025417,,0.23642056353414476,Low stress
BGD.3.3.4.3_1,Kaliganj,Jamalpur,24.45488045724,0.0367880277746667,0.6671368124118481,,,,,,,,,,0.011168829284274767,0.06873024074286575,0.6671368124118481,,0.19530731907667495,Low stress
BGD.3.3.4.4_1,Kaliganj,Jangalia,11.154585261912668,0.0164512154452662,0.9072262972018448,,,,,,,,,,0.0042478187832503825,0.030735433956710433,0.9072262972018448,,0.23926310369861,Low stress
BGD.3.3.4.5_1,Kaliganj,Moktarpur,15.514737846024216,0.0218182449473138,0.858947852056054,,,,,,,,,,0.006516690366740221,0.040762533860223445,0.858947852056054,,0.23161052601178778,Low stress
BGD.3.3.4.6_1,Kaliganj,Nagari,12.067275554291912,0.0291929928949357,0.8702185792349731,,,,,,,,,,0.004722751031367624,0.05454060875357373,0.8702185792349731,,0.23853295828504115,Low stress
BGD.3.3.4.7_1,Kaliganj,Tumulia,12.47471448621432,0.0289619314448761,0.6056964842011575,,,,,,,,,,0.004934768064444592,0.05410892186928993,0.6056964842011575,,0.17233615093031868,Low stress
BGD.3.3.3.1_1,Kaliganj Paurashava,Kaliganj,44.410402195944286,0.0624895232000718,0.9520715861730816,,,,,,,,,,0.02155298794231075,0.1167477636951616,0.9520715861730816,,0.2875008090135013,Low stress
BGD.3.3.5.1_1,Kapasia,Barishaba,9.653117627413511,0.021223391405737,0.8390770152831888,,,,,,,,,,0.0034665073076248095,0.03965118243443503,0.8390770152831888,,0.22503377059589938,Low stress
BGD.3.3.5.2_1,Kapasia,Chandpur,9.528979434089464,0.0171970099688551,0.6076409945421476,,,,,,,,,,0.0034019101143327565,0.03212878500735507,0.6076409945421476,,0.16451608743384427,Low stress
BGD.3.3.5.3_1,Kapasia,Durgapur,12.907658355349705,0.0233518361471796,0.9301738226117964,,,,,,,,,,0.0051600569787607796,0.043627707633972224,0.9301738226117964,,0.2498771761163437,Low stress
BGD.3.3.5.4_1,Kapasia,Ghagotia,12.32458001963967,0.0224199605351099,0.878472222222223,,,,,,,,,,0.004856643315747742,0.041886705491855185,0.878472222222223,,0.23622105980400415,Low stress
BGD.3.3.5.5_1,Kapasia,Kapasia,16.545315955384996,0.0293965650657968,0.8988995873452548,,,,,,,,,,0.007052967329940081,0.05492093803889265,0.8988995873452548,,0.24676841208190214,Low stress
BGD.3.3.5.6_1,Kapasia,Karihata,11.142557461563452,0.0150910170015455,0.8477250083028897,,,,,,,,,,0.004241559934758779,0.028194205949935554,0.8477250083028897,,0.22349584813210338,Low stress
BGD.3.3.5.7_1,Kapasia,Rayed,9.711480144902694,0.0168660155477555,0.9158174568010636,,,,,,,,,,0.00349687712953303,0.03151039561214028,0.9158174568010636,,0.2413817535163282,Low stress
BGD.3.3.5.8_1,Kapasia,Sanmania,13.255824245218427,0.0202148310569325,0.9083466453674124,,,,,,,,,,0.005341230384650787,0.037766911932041396,0.9083466453674124,,0.2424415726719279,Low stress
BGD.3.3.5.9_1,Kapasia,Singasree,11.847063786026249,0.0194634623305302,0.936787787572565,,,,,,,,,,0.004608160494974773,0.03636314672427855,0.936787787572565,,0.24876731244462866,Low stress
BGD.3.3.5.10_1,Kapasia,Targaon,14.648065174726003,0.0183975902584395,0.9149018097805162,,,,,,,,,,0.006065704086291868,0.03437180202473099,0.9149018097805162,,0.24318186478830164,Low stress
BGD.3.3.5.11_1,Kapasia,Toke,10.076108966786952,0.0195843862894858,0.8990077958894405,,,,,,,,,,0.0036866172720017246,0.03658906622345654,0.8990077958894405,,0.2390327690593706,Low stress
BGD.3.3.6.1_1,Sreepur,Barmi,11.030694344468213,0.0266985449058809,0.8803783948733602,,,,,,,,,,0.004183350263715879,0.04988028795958012,0.8803783948733602,,0.23922603960967945,Low stress
BGD.3.3.6.2_1,Sreepur,Gazipur,13.98437450249817,0.0573176825039227,0.4617834394904461,,,,,,,,,,0.00572034257029074,0.10708533062570362,0.4617834394904461,,0.15521386261972409,Low stress
BGD.3.3.6.3_1,Sreepur,Gosinga,9.835017766878044,0.0163208472883007,0.9587061252580868,,,,,,,,,,0.0035611618064072216,0.030491870075865127,0.9587061252580868,,0.2517731505636374,Low stress
BGD.3.3.6.4_1,Sreepur,Kaoraid,8.003778258255135,0.0165497691010824,0.9298135868885274,,,,,,,,,,0.002608248530202455,0.030919559524186527,0.9298135868885274,,0.24431854196767813,Low stress
BGD.3.3.6.5_1,Sreepur,Maona,11.139212140622842,0.0352375849111548,0.6192946058091291,,,,,,,,,,0.00423981914622595,0.06583358338683828,0.6192946058091291,,0.17956133329616605,Low stress
BGD.3.3.6.6_1,Sreepur,Prahladpur,10.71367462184883,0.0150700175963303,0.8787017294479983,,,,,,,,,,0.004018384238747393,0.028154973235837964,0.8787017294479983,,0.23113702669004182,Low stress
BGD.3.3.6.7_1,Sreepur,Rajabari,12.16248004127788,0.0273008815546721,0.3289817232375986,,,,,,,,,,0.004772292131358096,0.05100561990543068,0.3289817232375986,,0.10200631462884363,Low stress
BGD.3.3.6.8_1,Sreepur,Sreepur Paurashava,30.12816117459178,0.1172514231695095,0.6449275362318847,,,,,,,,,,0.014121007024949677,0.21905818358203705,0.6449275362318847,,0.24355065112166402,Low stress
BGD.3.3.6.9_1,Sreepur,Telihati,18.42570523911896,0.0652396926132836,0.7286432160804021,,,,,,,,,,0.008031456437708804,0.12188584304563654,0.7286432160804021,,0.22803343166115683,Low stress
BGD.3.4.1.1_1,Gopalganj Sadar,Baultali,6.510385963317426,0.0168289025594491,0.4245142002989545,,,,,,,,,,0.0018311391800999125,0.031441058254981315,0.4245142002989545,,0.11786537613602205,Low stress
BGD.3.4.1.2_1,Gopalganj Sadar,Borasi,8.346479210328939,0.0212714684427529,0.0458015267175573,,,,,,,,,,0.002786578172754082,0.039741003675968986,0.0458015267175573,,0.0264743642350801,Low stress
BGD.3.4.1.3_1,Gopalganj Sadar,Chandra Dighalia,5.873907668213226,0.0203544687310261,0.0069444444444444,,,,,,,,,,0.0014999380376141535,0.03802779384221099,0.0069444444444444,,0.015645814170930607,Low stress
BGD.3.4.1.4_1,Gopalganj Sadar,Durgapur,12.087131938115268,0.0357722285993406,0.3376455368693409,,,,,,,,,,0.004733083602106512,0.06683244610450668,0.3376455368693409,,0.10969597379475517,Low stress
BGD.3.4.1.5_1,Gopalganj Sadar,Gobra,10.676088185642076,0.0191890224969655,0.9551712558764271,,,,,,,,,,0.003998825566111735,0.03585041698660767,0.9551712558764271,,0.25293999014086416,Low stress
BGD.3.4.1.6_1,Gopalganj Sadar,Gopalganj Paurashava,24.78775177969213,0.0897050390482248,0.9275875639512003,,,,,,,,,,0.011342043929840711,0.16759389678069045,0.9275875639512003,,0.295091572432978,Low stress
BGD.3.4.1.7_1,Gopalganj Sadar,Gopinathpur,5.384964422967915,0.0181659208846143,0.0808080808080809,,,,,,,,,,0.001245508997878509,0.03393897937021729,0.0808080808080809,,0.03257886658074768,Low stress
BGD.3.4.1.8_1,Gopalganj Sadar,Haridaspur,9.318956430018307,0.0181190754597985,0.8255431204739965,,,,,,,,,,0.0032926214560521617,0.03385145912191768,0.8255431204739965,,0.21955083939359116,Low stress
BGD.3.4.1.9_1,Gopalganj Sadar,Jalalabad,5.61365366762042,0.0106004361328035,0.9389682445992196,,,,,,,,,,0.0013645109177958484,0.019804555216973937,0.9389682445992196,,0.2422194598428641,Low stress
BGD.3.4.1.10_1,Gopalganj Sadar,Kajulia,4.185480087457752,0.0081952095767445,0.179279530857303,,,,,,,,,,0.0006213391159350894,0.015310924809504594,0.179279530857303,,0.05042724204402639,Low stress
BGD.3.4.1.11_1,Gopalganj Sadar,Karpara,5.3885805582983295,0.0145297863666653,0.3085655314757488,,,,,,,,,,0.001247390708789987,0.027145671440723558,0.3085655314757488,,0.08714132415670643,Low stress
BGD.3.4.1.12_1,Gopalganj Sadar,Kati,4.558778577519592,0.011750577055299,0.0322580645161291,,,,,,,,,,0.0008155906518440228,0.021953337504938095,0.0322580645161291,,0.016074420516498218,Low stress
BGD.3.4.1.13_1,Gopalganj Sadar,Latifpur,13.297028704218327,0.0181730658320438,0.9658792650918636,,,,,,,,,,0.005362671750367806,0.03395232811399699,0.9658792650918636,,0.255498199813012,Low stress
BGD.3.4.1.14_1,Gopalganj Sadar,Majhigati,6.824016687669314,0.0210809151785714,0.002840909090909,,,,,,,,,,0.00199434168837551,0.03938499731972305,0.002840909090909,,0.015292713009980521,Low stress
BGD.3.4.1.15_1,Gopalganj Sadar,Nizra,4.954407595186749,0.0140962934774335,0.0700344431687716,,,,,,,,,,0.0010214622167658539,0.026335786474350364,0.0700344431687716,,0.027134720944921868,Low stress
BGD.3.4.1.16_1,Gopalganj Sadar,Paikkandi,6.335471773944619,0.01675770908103,0.8426966292134835,,,,,,,,,,0.0017401199264932203,0.031308049088492745,0.8426966292134835,,0.22232802245494063,Low stress
BGD.3.4.1.17_1,Gopalganj Sadar,Raghunathpur,6.170570920165364,0.0156574940315599,0.3513831665685705,,,,,,,,,,0.001654311264063302,0.029252542180588415,0.3513831665685705,,0.09874590591097389,Low stress
BGD.3.4.1.18_1,Gopalganj Sadar,Sahapur,5.117122586557288,0.0123223476571983,0.0273396424815983,,,,,,,,,,0.0011061334325103915,0.023021563596288767,0.0273396424815983,,0.015334911252104799,Low stress
BGD.3.4.1.19_1,Gopalganj Sadar,Satpar,6.694355537852069,0.0113895429333408,0.4451594851706782,,,,,,,,,,0.001926870540834716,0.02127882561562002,0.4451594851706782,,0.11950820847447044,Low stress
BGD.3.4.1.20_1,Gopalganj Sadar,Suktail,5.4393062383331054,0.0119367827996188,0.854514088556642,,,,,,,,,,0.001273786586402961,0.02230122148809681,0.854514088556642,,0.22194346429455558,Low stress
BGD.3.4.1.21_1,Gopalganj Sadar,Ulpur,6.778637456010464,0.0137274181944766,0.6680688336520083,,,,,,,,,,0.0019707279163330925,0.025646625121178306,0.6680688336520083,,0.17678181837194773,Low stress
BGD.3.4.1.22_1,Gopalganj Sadar,Urafi,6.653559167279341,0.0126433627793917,0.9360093077370564,,,,,,,,,,0.0019056415301254852,0.023621308892926997,0.9360093077370564,,0.24303204165883874,Low stress
BGD.3.4.2.1_1,Kashiani,Bethuri,5.503326086384797,0.0166337564391771,0.0070210631895687,,,,,,,,,,0.001307100286146663,0.031076471169517415,0.0070210631895687,,0.013154870821181936,Low stress
BGD.3.4.2.2_1,Kashiani,Fukura,6.50287083774468,0.0151807431580395,0.9619901772368088,,,,,,,,,,0.0018272285704298533,0.028361839299962853,0.9619901772368088,,0.25115507949236116,Low stress
